pr_number,id,author,state,body,createdAt
13268,PRR_kwDOCCum186njiXA,btea,COMMENTED,,2025-05-02T03:39:13Z
13273,PRR_kwDOCCum186nsDGH,coderabbitai,COMMENTED,"**Actionable comments posted: 1**

<details>
<summary>📜 Review details</summary>

**Configuration used: CodeRabbit UI**
**Review profile: CHILL**
**Plan: Pro**

<details>
<summary>📥 Commits</summary>

Reviewing files that changed from the base of the PR and between 29e9506b975ed8438290751c314702854134ae55 and ee1880087ccd428ab089d4db35c47079cbf227b6.

</details>

<details>
<summary>📒 Files selected for processing (35)</summary>

* `packages/runtime-core/src/apiAsyncComponent.ts` (2 hunks)
* `packages/runtime-core/src/apiCreateApp.ts` (2 hunks)
* `packages/runtime-core/src/apiInject.ts` (2 hunks)
* `packages/runtime-core/src/component.ts` (2 hunks)
* `packages/runtime-core/src/componentOptions.ts` (2 hunks)
* `packages/runtime-core/src/componentProps.ts` (5 hunks)
* `packages/runtime-core/src/componentPublicInstance.ts` (2 hunks)
* `packages/runtime-core/src/componentSlots.ts` (3 hunks)
* `packages/runtime-core/src/components/BaseTransition.ts` (3 hunks)
* `packages/runtime-core/src/components/KeepAlive.ts` (3 hunks)
* `packages/runtime-core/src/components/Suspense.ts` (4 hunks)
* `packages/runtime-core/src/components/Teleport.ts` (3 hunks)
* `packages/runtime-core/src/customFormatter.ts` (2 hunks)
* `packages/runtime-core/src/devtools.ts` (2 hunks)
* `packages/runtime-core/src/helpers/renderList.ts` (2 hunks)
* `packages/runtime-core/src/hydration.ts` (5 hunks)
* `packages/runtime-core/src/renderer.ts` (14 hunks)
* `packages/runtime-core/src/rendererTemplateRef.ts` (2 hunks)
* `packages/runtime-core/src/scheduler.ts` (2 hunks)
* `packages/runtime-core/src/vnode.ts` (4 hunks)
* `packages/runtime-core/src/warning.ts` (3 hunks)
* `packages/runtime-dom/src/apiCustomElement.ts` (2 hunks)
* `packages/runtime-dom/src/components/Transition.ts` (3 hunks)
* `packages/runtime-dom/src/components/TransitionGroup.ts` (2 hunks)
* `packages/runtime-dom/src/directives/vModel.ts` (3 hunks)
* `packages/runtime-dom/src/index.ts` (1 hunks)
* `packages/runtime-dom/src/modules/attrs.ts` (3 hunks)
* `packages/runtime-dom/src/modules/class.ts` (2 hunks)
* `packages/runtime-dom/src/modules/props.ts` (4 hunks)
* `packages/runtime-dom/src/modules/style.ts` (3 hunks)
* `packages/runtime-dom/src/nodeOps.ts` (2 hunks)
* `packages/shared/src/domAttrConfig.ts` (2 hunks)
* `packages/shared/src/general.ts` (2 hunks)
* `packages/shared/src/normalizeProp.ts` (2 hunks)
* `packages/shared/src/toDisplayString.ts` (2 hunks)

</details>

<details>
<summary>🚧 Files skipped from review as they are similar to previous changes (34)</summary>

* packages/runtime-core/src/rendererTemplateRef.ts
* packages/runtime-core/src/apiInject.ts
* packages/runtime-core/src/devtools.ts
* packages/runtime-dom/src/modules/class.ts
* packages/runtime-core/src/customFormatter.ts
* packages/runtime-dom/src/apiCustomElement.ts
* packages/runtime-core/src/componentPublicInstance.ts
* packages/runtime-dom/src/components/TransitionGroup.ts
* packages/shared/src/toDisplayString.ts
* packages/runtime-dom/src/nodeOps.ts
* packages/runtime-dom/src/directives/vModel.ts
* packages/runtime-core/src/apiAsyncComponent.ts
* packages/shared/src/domAttrConfig.ts
* packages/runtime-core/src/component.ts
* packages/shared/src/normalizeProp.ts
* packages/runtime-dom/src/modules/attrs.ts
* packages/runtime-dom/src/modules/style.ts
* packages/runtime-core/src/helpers/renderList.ts
* packages/runtime-core/src/components/KeepAlive.ts
* packages/runtime-core/src/apiCreateApp.ts
* packages/runtime-dom/src/modules/props.ts
* packages/runtime-core/src/components/Teleport.ts
* packages/runtime-core/src/componentOptions.ts
* packages/runtime-core/src/scheduler.ts
* packages/shared/src/general.ts
* packages/runtime-core/src/components/BaseTransition.ts
* packages/runtime-core/src/vnode.ts
* packages/runtime-core/src/componentSlots.ts
* packages/runtime-core/src/components/Suspense.ts
* packages/runtime-core/src/componentProps.ts
* packages/runtime-dom/src/index.ts
* packages/runtime-core/src/warning.ts
* packages/runtime-core/src/hydration.ts
* packages/runtime-dom/src/components/Transition.ts

</details>

<details>
<summary>🧰 Additional context used</summary>

<details>
<summary>🧬 Code Graph Analysis (1)</summary>

<details>
<summary>packages/runtime-core/src/renderer.ts (3)</summary><blockquote>

<details>
<summary>packages/shared/src/general.ts (1)</summary>

* `isNullish` (59-59)

</details>
<details>
<summary>packages/runtime-core/src/rendererTemplateRef.ts (1)</summary>

* `setRef` (25-166)

</details>
<details>
<summary>packages/reactivity/src/effect.ts (2)</summary>

* `pauseTracking` (519-522)
* `resetTracking` (535-538)

</details>

</blockquote></details>

</details><details>
<summary>🪛 Biome (1.9.4)</summary>

<details>
<summary>packages/runtime-core/src/renderer.ts</summary>

[error] 487-487: Change to an optional chain.

Unsafe fix: Change to an optional chain.


(lint/complexity/useOptionalChain)

</details>

</details>

</details>

<details>
<summary>⏰ Context from checks skipped due to timeout of 90000ms (4)</summary>

* GitHub Check: Redirect rules
* GitHub Check: Header rules
* GitHub Check: Pages changed
* GitHub Check: test / unit-test-windows

</details>

<details>
<summary>🔇 Additional comments (16)</summary><blockquote>

<details>
<summary>packages/runtime-core/src/renderer.ts (16)</summary>

`40-40`: **Importing the new `isNullish` utility function**

The addition of the `isNullish` import from `@vue/shared` supports the refactoring effort to standardize type checking across the codebase.

---

`410-415`: **Standardized null check for mounting static nodes**

Replacing the direct nullish check with the `isNullish` utility function maintains the same behavior while improving code consistency.

---

`492-504`: **Standardized null check in processText function**

The null check for the n1 parameter has been refactored to use the `isNullish` utility function, maintaining the same behavior when deciding whether to create a new text node or update an existing one.

---

`512-522`: **Standardized null check in processCommentNode function**

Similar to the text node processing, the null check for the n1 parameter has been refactored to use the `isNullish` utility function.

---

`610-631`: **Standardized null check in processElement function**

The null check for n1 has been refactored to use `isNullish`, maintaining the same conditional logic for determining whether to mount a new element or patch an existing one.

---

`841-843`: **Standardized null checks for innerHTML and textContent**

Both null checks have been refactored to use the `isNullish` utility function, preserving the same behavior when determining if these properties need to be cleared.

---

`927-930`: **Standardized null check for dynamicChildren**

The null check for dynamicChildren has been refactored to use the `isNullish` utility function.

---

`1056-1075`: **Standardized null check in processFragment function**

The null check for n1 has been refactored to use `isNullish`, maintaining the same behavior when determining whether to mount a new fragment or update an existing one.

---

`1104-1108`: **Standardized key existence check in Fragment handling**

The check for the presence of a key has been refactored to use `!isNullish(n2.key)`, which is semantically equivalent to the previous check.

---

`1141-1163`: **Standardized null check in processComponent function**

The null check for n1 has been refactored to use `isNullish`, preserving the same behavior when determining whether to mount a new component or update an existing one.

---

`1891-1901`: **Standardized key existence check in patchKeyedChildren**

The check for the presence of a key in nextChild has been refactored to use `!isNullish(nextChild.key)` instead of a direct comparison.

---

`1927-1940`: **Standardized key existence check for prevChild**

The check for the presence of a key in prevChild has been refactored to use `!isNullish(prevChild.key)` instead of a direct comparison.

---

`2101-2105`: **Standardized ref check in unmount function**

The null check for ref has been refactored to use `!isNullish(ref)`, maintaining the same behavior when determining whether to unset a ref.

---

`2108-2110`: **Standardized cacheIndex check in unmount function**

The null check for cacheIndex has been refactored to use `!isNullish(cacheIndex)`, preserving the same behavior for cache cleanup during unmounting.

---

`2381-2403`: **Standardized null check in render function**

The null check for vnode has been refactored to use `isNullish(vnode)`, maintaining the same behavior when determining whether to unmount existing nodes or patch with new ones.

---

`1-2581`: **Overall assessment of the isNullish refactoring**

This refactoring successfully replaces direct nullish checks (`== null` and `!= null`) with the new `isNullish` utility function from `@vue/shared`. The changes maintain the exact same behavior while making the codebase more consistent and explicit about intent.

Key benefits of this refactoring:
1. Improved readability - the intent of checking for null/undefined is clearer
2. Better consistency across the codebase
3. Centralized definition of nullish checks, making future changes easier

While there might be a negligible performance impact from using function calls instead of direct operators, the maintainability benefits outweigh this concern.

<details>
<summary>🧰 Tools</summary>

<details>
<summary>🪛 Biome (1.9.4)</summary>

[error] 487-487: Change to an optional chain.

Unsafe fix: Change to an optional chain.


(lint/complexity/useOptionalChain)

---

[error] 651-651: Change to an optional chain.

Unsafe fix: Change to an optional chain.


(lint/complexity/useOptionalChain)

---

[error] 717-717: Change to an optional chain.

Unsafe fix: Change to an optional chain.


(lint/complexity/useOptionalChain)

---

[error] 1218-1219: Change to an optional chain.

Unsafe fix: Change to an optional chain.


(lint/complexity/useOptionalChain)

---

[error] 1300-1300: Change to an optional chain.

Unsafe fix: Change to an optional chain.


(lint/complexity/useOptionalChain)

---

[error] 1386-1386: Change to an optional chain.

Unsafe fix: Change to an optional chain.


(lint/complexity/useOptionalChain)

---

[error] 1479-1479: Change to an optional chain.

Unsafe fix: Change to an optional chain.


(lint/complexity/useOptionalChain)

---

[error] 1530-1530: Change to an optional chain.

Unsafe fix: Change to an optional chain.


(lint/complexity/useOptionalChain)

---

[error] 1613-1613: Change to an optional chain.

Unsafe fix: Change to an optional chain.


(lint/complexity/useOptionalChain)

---

[error] 2063-2063: Change to an optional chain.

Unsafe fix: Change to an optional chain.


(lint/complexity/useOptionalChain)

---

[error] 2123-2123: Change to an optional chain.

Unsafe fix: Change to an optional chain.


(lint/complexity/useOptionalChain)

---

[error] 2184-2184: Change to an optional chain.

Unsafe fix: Change to an optional chain.


(lint/complexity/useOptionalChain)

---

[error] 2375-2375: Change to an optional chain.

Unsafe fix: Change to an optional chain.


(lint/complexity/useOptionalChain)

---

[error] 293-293: Don't use 'Function' as a type.

Prefer explicitly define the function shape. This type accepts any function-like value, which can be a common source of bugs.

(lint/complexity/noBannedTypes)

---

[error] 293-293: Don't use 'Function' as a type.

Prefer explicitly define the function shape. This type accepts any function-like value, which can be a common source of bugs.

(lint/complexity/noBannedTypes)

</details>

</details>

</details>

</blockquote></details>

</details>

<!-- This is an auto-generated comment by CodeRabbit for review status -->",2025-05-04T02:59:12Z
13285,PRR_kwDOCCum186pg7BL,sxzz,APPROVED,"LGTM, and Vapor branch should also be fixed.",2025-05-15T14:38:16Z
13301,PRR_kwDOCCum186ooi3J,coderabbitai,COMMENTED,"**Actionable comments posted: 0**

<details>
<summary>🧹 Nitpick comments (2)</summary><blockquote>

<details>
<summary>packages/compiler-sfc/src/script/resolveType.ts (1)</summary><blockquote>

`1155-1168`: **`allowArbitraryExtensions` implementation – consider extra fallbacks**

Great to see the stub lookup being implemented. A couple of edge-cases you may want to cover:

1. If the importee (e.g. `./foo.css`) itself **does not exist** but `./foo.d.css.ts` does, `resolveExt()` will currently fail, because the resolution path never checks for `.d.<ext>.ts`.  
   Either extend `resolveExt()` (preferred) or add a quick `tryResolve(arbitraryTypeSource)` before giving up.

2. The call to  
```ts
resolveParserPlugins('ts', parserPlugins, true)
```  
forces the “declaration file” flag to `true`, even though files like `foo.d.css.ts` are not `.d.ts` in the classical sense. Passing the real declaration-ness, e.g.  
```ts
/\.\d\.[cm]?ts$/.test(arbitraryTypeSource)
```  
keeps behaviour consistent with the existing `.d.ts` branch.

Example tweak (inside `resolveExt`, but shown here for context):

```diff
-    tryResolve(filename + `.tsx`) ||
+    tryResolve(filename + `.tsx`) ||
+    // allowArbitraryExtensions support
+    (/\.[^./]+$/.test(filename) && tryResolve(`${filename}.d${extname(filename)}.ts`)) ||
     tryResolve(filename + `.d.ts`) ||
```

This would let consumers omit the physical `.css`/`.svg` file when they only care about types.

</blockquote></details>
<details>
<summary>packages/compiler-sfc/__tests__/compileScript/resolveType.spec.ts (1)</summary><blockquote>

`1438-1459`: **Comprehensive test for `allowArbitraryExtensions` added – nice!**

The new test covers both `.vue` and `.css` arbitrary-extension stubs and fails if runtime types are not inferred correctly — perfect regression protection.

For even stronger coverage, you might add a variant where the real resource (`foo.vue` / `bar.css`) is absent to ensure the suggested fallback path (see previous comment) still passes, but that’s optional.

</blockquote></details>

</blockquote></details>

<details>
<summary>📜 Review details</summary>

**Configuration used: CodeRabbit UI**
**Review profile: CHILL**
**Plan: Pro**

<details>
<summary>📥 Commits</summary>

Reviewing files that changed from the base of the PR and between f556c925ac5a88f9c785cf856b856e8aea1c626d and fc9b3f63d52208b4b443bad26c812c18494d4a56.

</details>

<details>
<summary>📒 Files selected for processing (2)</summary>

* `packages/compiler-sfc/__tests__/compileScript/resolveType.spec.ts` (1 hunks)
* `packages/compiler-sfc/src/script/resolveType.ts` (5 hunks)

</details>

<details>
<summary>⏰ Context from checks skipped due to timeout of 90000ms (3)</summary>

* GitHub Check: Redirect rules
* GitHub Check: Header rules
* GitHub Check: Pages changed

</details>

<details>
<summary>🔇 Additional comments (2)</summary><blockquote>

<details>
<summary>packages/compiler-sfc/src/script/resolveType.ts (2)</summary>

`861-872`: **Guard against mis-resolving *.d.vue.ts* – looks correct**

The extra check `!file.endsWith('.d.vue.ts')` before stripping the trailing “.ts” prevents declaration stubs from being mapped back to the real `.vue` file by `fileExists`/`readFile`.  
That behaviour was the root cause of #13295, so this condition is spot-on.  
No further issues spotted here.

---

`1129-1134`: **`parseFile` now requires `fs`: please verify all call-sites**

`parseFile`’s signature has changed (`parseFile(filename, source, fs, …)`), and `fileToScope` was updated accordingly.  
Please double-check (grep) that no other private helpers inside this module (or tests) still call the old 3-arg version — a silent compile-time break will only show up at runtime in non-TS builds.

</details>

</blockquote></details>

</details>

<!-- This is an auto-generated comment by CodeRabbit for review status -->",2025-05-09T17:38:49Z
13301,PRR_kwDOCCum186pf1RA,edison1105,APPROVED,,2025-05-15T13:26:13Z
13301,PRR_kwDOCCum186pgBvL,LittleSound,APPROVED,,2025-05-15T13:40:59Z
13320,PRR_kwDOCCum186pl10e,sxzz,APPROVED,,2025-05-16T01:00:35Z
13323,PRR_kwDOCCum186pMYlM,edison1105,COMMENTED,,2025-05-14T03:09:21Z
13326,PRR_kwDOCCum186pSuxW,TheAlexLichter,COMMENTED,,2025-05-14T13:41:52Z
13326,PRR_kwDOCCum186pS3Gt,camc314,COMMENTED,,2025-05-14T13:49:15Z
13337,PRR_kwDOCCum186posrc,coderabbitai,COMMENTED,"**Actionable comments posted: 0**

<details>
<summary>🧹 Nitpick comments (1)</summary><blockquote>

<details>
<summary>packages/runtime-dom/__tests__/directives/vOn.spec.ts (1)</summary><blockquote>

`167-177`: **Test case properly verifies new key modifiers.**

The test effectively validates that the 'enter' and 'tab' modifiers work as expected. It's a good approach to test both modifiers together, confirming they can be combined correctly in a real-world scenario.


A minor suggestion: consider adding assertions that the function is NOT called when other keys are pressed, similar to how other tests in this file verify that handlers aren't invoked with incorrect inputs.


```diff
 it('it should support ""enter"" and ""tab"" key modifiers', () => {
   const el = document.createElement('input')
   const fn = vi.fn()

   const enterHandler = withModifiers(fn, ['enter', 'tab'])
   patchEvent(el, 'onKeyup', null, enterHandler, null)
+  // Verify that other keys don't trigger the handler
+  triggerEvent(el, 'keyup', e => (e.key = 'a'))
+  expect(fn).not.toBeCalled()
   triggerEvent(el, 'keyup', e => (e.key = 'Enter'))
   expect(fn).toBeCalledTimes(1)
   triggerEvent(el, 'keyup', e => (e.key = 'Tab'))
   expect(fn).toBeCalledTimes(2)
 })
```

</blockquote></details>

</blockquote></details>

<details>
<summary>📜 Review details</summary>

**Configuration used: CodeRabbit UI**
**Review profile: CHILL**
**Plan: Pro**
**Cache: Disabled due to data retention organization setting**
**Knowledge Base: Disabled due to data retention organization setting**


<details>
<summary>📥 Commits</summary>

Reviewing files that changed from the base of the PR and between 163b3651d174321911648a164052effa9249a2aa and 0d8b6c235355352356133812ef94944267b9254e.

</details>

<details>
<summary>📒 Files selected for processing (2)</summary>

* `packages/runtime-dom/__tests__/directives/vOn.spec.ts` (1 hunks)
* `packages/runtime-dom/src/directives/vOn.ts` (2 hunks)

</details>

<details>
<summary>⏰ Context from checks skipped due to timeout of 90000ms (3)</summary>

* GitHub Check: Redirect rules
* GitHub Check: Header rules
* GitHub Check: Pages changed

</details>

<details>
<summary>🔇 Additional comments (2)</summary><blockquote>

<details>
<summary>packages/runtime-dom/src/directives/vOn.ts (2)</summary>

`74-84`: **Type definition correctly extended for 'enter' and 'tab' keys.**

The type definition for `keyNames` is properly updated to include 'enter' and 'tab' keys, which addresses the issue mentioned in the PR title where these types were not assignable to `VOnModifiers`.

---

`93-94`: **Key mappings correctly implemented for 'enter' and 'tab'.**

The implementation correctly maps 'enter' and 'tab' to their respective string values. Unlike some other keys that require transformation (e.g., 'esc' → 'escape'), these keys map directly to themselves since `hyphenate(event.key)` will convert 'Enter' and 'Tab' to lowercase.

</details>

</blockquote></details>

</details>

<!-- This is an auto-generated comment by CodeRabbit for review status -->",2025-05-16T09:05:13Z
13339,PRR_kwDOCCum186p0Avh,coderabbitai,COMMENTED,"**Actionable comments posted: 0**

<details>
<summary>🧹 Nitpick comments (1)</summary><blockquote>

<details>
<summary>packages/runtime-core/src/hydration.ts (1)</summary><blockquote>

`803-808`: **Consider using assignment instead of delete for better performance.**

The implementation correctly prioritizes the cached class value over the current attribute, but the `delete` operator can impact performance.

```diff
  if (el.$cls) {
    actual = el.$cls
-   delete el.$cls
+   el.$cls = undefined
  } else {
    actual = el.getAttribute('class')
  }
```

<details>
<summary>🧰 Tools</summary>

<details>
<summary>🪛 Biome (1.9.4)</summary>

[error] 805-805: Avoid the delete operator which can impact performance.

Unsafe fix: Use an undefined assignment instead.


(lint/performance/noDelete)

</details>

</details>

</blockquote></details>

</blockquote></details>

<details>
<summary>📜 Review details</summary>

**Configuration used: CodeRabbit UI**
**Review profile: CHILL**
**Plan: Pro**
**Cache: Disabled due to data retention organization setting**
**Knowledge Base: Disabled due to data retention organization setting**


<details>
<summary>📥 Commits</summary>

Reviewing files that changed from the base of the PR and between f5998fba9e521effa8f2115be04216a46f3de866 and 6754842570ed34de3fa69b657752b68e0b2ebf48.

</details>

<details>
<summary>📒 Files selected for processing (2)</summary>

* `packages/runtime-core/__tests__/hydration.spec.ts` (1 hunks)
* `packages/runtime-core/src/hydration.ts` (3 hunks)

</details>

<details>
<summary>🚧 Files skipped from review as they are similar to previous changes (1)</summary>

* packages/runtime-core/__tests__/hydration.spec.ts

</details>

<details>
<summary>🧰 Additional context used</summary>

<details>
<summary>🪛 Biome (1.9.4)</summary>

<details>
<summary>packages/runtime-core/src/hydration.ts</summary>

[error] 805-805: Avoid the delete operator which can impact performance.

Unsafe fix: Use an undefined assignment instead.


(lint/performance/noDelete)

</details>

</details>

</details>

<details>
<summary>⏰ Context from checks skipped due to timeout of 90000ms (4)</summary>

* GitHub Check: Redirect rules
* GitHub Check: Header rules
* GitHub Check: Pages changed
* GitHub Check: test / unit-test-windows

</details>

<details>
<summary>🔇 Additional comments (3)</summary><blockquote>

<details>
<summary>packages/runtime-core/src/hydration.ts (3)</summary>

`401-402`: **Type extension appropriately handles class caching.**

Good job extending the element type to include the `$cls` property, which will be used to store the original class value during hydration, addressing the transition appear edge case.

---

`404-405`: **LGTM: Caching class value before transition hooks.**

Excellent solution to store the original class value in `$cls` before the transition's `beforeEnter` hook is called. This ensures we preserve the original class for accurate hydration comparison.

---

`789-791`: **Type signature properly updated.**

The type signature for `propHasMismatch` has been correctly updated to include the optional `$cls` property, maintaining type safety throughout the codebase.

</details>

</blockquote></details>

</details>

<!-- This is an auto-generated comment by CodeRabbit for review status -->",2025-05-18T13:33:06Z
13339,PRR_kwDOCCum186p7Mid,edison1105,COMMENTED,,2025-05-19T13:56:11Z
13339,PRR_kwDOCCum186p7NUQ,edison1105,COMMENTED,,2025-05-19T13:57:11Z
13339,PRR_kwDOCCum186p7iKz,coderabbitai,COMMENTED,"**Actionable comments posted: 0**

<details>
<summary>🧹 Nitpick comments (1)</summary><blockquote>

<details>
<summary>packages/runtime-core/src/hydration.ts (1)</summary><blockquote>

`804-809`: **Smart handling of class attribute for hydration comparison.**

This logic addresses the edge case by:
1. First checking for the cached class value from `$cls`
2. Using it for hydration comparison if available
3. Cleaning up by removing the property after use
4. Falling back to the attribute method when no cache exists

There's a minor performance consideration with the `delete` operator, but since this is:
- Only used during hydration (not in hot path)
- A one-time operation per element
- Necessary to clean up the temporary property

The current implementation is appropriate for this use case.


For maximum performance, you could consider using `el.$cls = undefined` instead of `delete el.$cls`, but the difference is negligible in this context.

<details>
<summary>🧰 Tools</summary>

<details>
<summary>🪛 Biome (1.9.4)</summary>

[error] 806-806: Avoid the delete operator which can impact performance.

Unsafe fix: Use an undefined assignment instead.


(lint/performance/noDelete)

</details>

</details>

</blockquote></details>

</blockquote></details>

<details>
<summary>📜 Review details</summary>

**Configuration used: CodeRabbit UI**
**Review profile: CHILL**
**Plan: Pro**
**Cache: Disabled due to data retention organization setting**
**Knowledge Base: Disabled due to data retention organization setting**


<details>
<summary>📥 Commits</summary>

Reviewing files that changed from the base of the PR and between 6754842570ed34de3fa69b657752b68e0b2ebf48 and 1a1a63da10e73fe7c7ef8fa6e0e6b205a8078df7.

</details>

<details>
<summary>📒 Files selected for processing (1)</summary>

* `packages/runtime-core/src/hydration.ts` (3 hunks)

</details>

<details>
<summary>🧰 Additional context used</summary>

<details>
<summary>🪛 Biome (1.9.4)</summary>

<details>
<summary>packages/runtime-core/src/hydration.ts</summary>

[error] 806-806: Avoid the delete operator which can impact performance.

Unsafe fix: Use an undefined assignment instead.


(lint/performance/noDelete)

</details>

</details>

</details>

<details>
<summary>🔇 Additional comments (3)</summary><blockquote>

<details>
<summary>packages/runtime-core/src/hydration.ts (3)</summary>

`401-401`: **Type extension enhances template element's first child.**

This type extension adds support for the `$cls` property which will be used to cache the class attribute value during hydration. This change is crucial for handling transition appear cases correctly.

---

`404-406`: **Good implementation for caching class value before transition hooks.**

This code properly caches the original class attribute value before the transition's `beforeEnter` hook can modify it. This elegantly solves the hydration mismatch issue that can occur with transition appear.

---

`791-791`: **Type signature updated for consistency with implementation.**

The parameter type is properly updated to allow for the `$cls` property on elements, ensuring type safety across the codebase.

</details>

</blockquote></details>

</details>

<!-- This is an auto-generated comment by CodeRabbit for review status -->",2025-05-19T14:21:25Z
13339,PRR_kwDOCCum186p9G8K,johnsoncodehk,APPROVED,,2025-05-19T16:19:53Z
13343,PRR_kwDOCCum186p7wuZ,pikax,APPROVED,,2025-05-19T14:38:52Z
13345,PRR_kwDOCCum186pwvL4,coderabbitai,COMMENTED,"**Actionable comments posted: 1**

<details>
<summary>🧹 Nitpick comments (2)</summary><blockquote>

<details>
<summary>packages/compiler-core/__tests__/transforms/cacheStatic.spec.ts (1)</summary><blockquote>

`546-571`: **Good test case for verifying the comment node exclusion behavior.**

This test verifies that static props hoisting works correctly when the root has both a comment node and a single element. It properly tests that:
1. A single cache entry is created
2. The root element's static attributes are hoisted
3. The comment node is preserved in the output children
4. The single element is correctly handled despite the comment node's presence



Consider removing the `console.log` statement on line 569 since it was likely added for debugging purposes and isn't necessary for the test.

```diff
-    console.log(generate(root).code)
```

</blockquote></details>
<details>
<summary>packages/compiler-core/src/transform.ts (1)</summary><blockquote>

`359-374`: **Logic improved to handle comment nodes in single element roots.**

The implementation now correctly retrieves the single element child while excluding comment nodes, which fixes the issue described in #13344 where fallthrough attributes were not being properly applied when comments were present in the root node.



Consider using optional chaining as suggested by the static analysis tool:

```diff
-    if (singleElementRootChild && singleElementRootChild.codegenNode) {
+    if (singleElementRootChild?.codegenNode) {
```

This would reduce code verbosity while maintaining the same functionality.

<details>
<summary>🧰 Tools</summary>

<details>
<summary>🪛 Biome (1.9.4)</summary>

[error] 361-361: Change to an optional chain.

Unsafe fix: Change to an optional chain.


(lint/complexity/useOptionalChain)

</details>

</details>

</blockquote></details>

</blockquote></details>

<details>
<summary>📜 Review details</summary>

**Configuration used: CodeRabbit UI**
**Review profile: CHILL**
**Plan: Pro**
**Cache: Disabled due to data retention organization setting**
**Knowledge Base: Disabled due to data retention organization setting**


<details>
<summary>📥 Commits</summary>

Reviewing files that changed from the base of the PR and between 163b3651d174321911648a164052effa9249a2aa and f6ec77a96a49e20f4735a769a0d5bb6884362e02.

</details>

<details>
<summary>⛔ Files ignored due to path filters (1)</summary>

* `packages/compiler-core/__tests__/transforms/__snapshots__/cacheStatic.spec.ts.snap` is excluded by `!**/*.snap`

</details>

<details>
<summary>📒 Files selected for processing (3)</summary>

* `packages/compiler-core/__tests__/transforms/cacheStatic.spec.ts` (1 hunks)
* `packages/compiler-core/src/transform.ts` (3 hunks)
* `packages/compiler-core/src/transforms/cacheStatic.ts` (1 hunks)

</details>

<details>
<summary>🧰 Additional context used</summary>

<details>
<summary>🧬 Code Graph Analysis (2)</summary>

<details>
<summary>packages/compiler-core/src/transform.ts (1)</summary><blockquote>

<details>
<summary>packages/compiler-core/src/transforms/cacheStatic.ts (1)</summary>

* `getSingleElementRoot` (48-57)

</details>

</blockquote></details>
<details>
<summary>packages/compiler-core/src/transforms/cacheStatic.ts (2)</summary><blockquote>

<details>
<summary>packages/compiler-core/src/ast.ts (4)</summary>

* `RootNode` (104-121)
* `PlainElementNode` (140-149)
* `ComponentNode` (151-159)
* `TemplateNode` (170-174)

</details>
<details>
<summary>packages/compiler-core/src/utils.ts (1)</summary>

* `isSlotOutlet` (358-362)

</details>

</blockquote></details>

</details><details>
<summary>🪛 Biome (1.9.4)</summary>

<details>
<summary>packages/compiler-core/src/transform.ts</summary>

[error] 361-361: Change to an optional chain.

Unsafe fix: Change to an optional chain.


(lint/complexity/useOptionalChain)

</details>

</details>

</details>

<details>
<summary>⏰ Context from checks skipped due to timeout of 90000ms (3)</summary>

* GitHub Check: Redirect rules
* GitHub Check: Header rules
* GitHub Check: Pages changed

</details>

<details>
<summary>🔇 Additional comments (2)</summary><blockquote>

<details>
<summary>packages/compiler-core/src/transform.ts (1)</summary>

`40-40`: **Updated import aligns with the implementation change.**

The import now correctly references the new `getSingleElementRoot` function instead of the old `isSingleElementRoot` function.

</details>
<details>
<summary>packages/compiler-core/src/transforms/cacheStatic.ts (1)</summary>

`44-44`: **Updated usage of the new function with proper boolean conversion.**

The double negation (`!!`) properly converts the return value of `getSingleElementRoot` (which can be an element node or `null`) to a boolean value, maintaining the expected behavior while using the new implementation.

</details>

</blockquote></details>

</details>

<!-- This is an auto-generated comment by CodeRabbit for review status -->",2025-05-17T07:15:48Z
13345,PRR_kwDOCCum186sdoob,skirtles-code,COMMENTED,"I think this would benefit from some extra tests in `stringifyStatic.spec.ts` too. For example, testing a case like this:

```html
<template>
  <!-- Comment 1 -->
  <div class=""a"">
    <!-- Comment 2 -->
    <span class=""b"" />
    <span class=""b"" />
    <span class=""b"" />
    <span class=""b"" />
    <span class=""b"" />
  </div>
</template>
```

The `<div>` should not be stringified, but the `<span>` elements should be. I think this PR is handling that case correctly, but there currently aren't any tests to ensure it stays that way. The test added to `cacheStatic.spec.ts` confirms that root-level stringification is disabled when there's a root-level comment, but a test for the template above would confirm that stringification is still enabled in similar scenarios involving comments.",2025-06-03T17:31:24Z
13345,PRR_kwDOCCum186smZ_U,edison1105,COMMENTED,,2025-06-04T08:14:58Z
13345,PRR_kwDOCCum186smfUY,edison1105,APPROVED,,2025-06-04T08:22:24Z
